1. YEAR,2. TRIFD,3. FRS ID,4. FACILITY NAME,5. STREET ADDRESS,6. CITY,7. COUNTY,8. ST,9. ZIP,10. BIA,11. TRIBE,12. LATITUDE,13. LONGITUDE,14. HORIZONTAL DATUM,15. PARENT CO NAME,16. PARENT CO DB NUM,17. STANDARD PARENT CO NAME,18. FOREIGN PARENT CO NAME,19. FOREIGN PARENT CO DB NUM,20. STANDARD FOREIGN PARENT CO NAME,21. FEDERAL FACILITY,22. INDUSTRY SECTOR CODE,23. INDUSTRY SECTOR,24. PRIMARY SIC,25. SIC 2,26. SIC 3,27. SIC 4,28. SIC 5,29. SIC 6,30. PRIMARY NAICS,31. NAICS 2,32. NAICS 3,33. NAICS 4,34. NAICS 5,35. NAICS 6,36. DOC_CTRL_NUM,37. CHEMICAL,38. ELEMENTAL METAL INCLUDED,39. TRI CHEMICAL/COMPOUND ID,40. CAS#,41. SRS ID,42. CLEAN AIR ACT CHEMICAL,43. CLASSIFICATION,44. METAL,45. METAL CATEGORY,46. CARCINOGEN,47. PBT,48. PFAS,49. FORM TYPE,50. UNIT OF MEASURE,51. 5.1 - FUGITIVE AIR,52. 5.2 - STACK AIR,53. 5.3 - WATER,54. 5.4 - UNDERGROUND,55. 5.4.1 - UNDERGROUND CL I,56. 5.4.2 - UNDERGROUND C II-V,57. 5.5.1 - LANDFILLS,58. 5.5.1A - RCRA C LANDFILL,59. 5.5.1B - OTHER LANDFILLS,60. 5.5.2 - LAND TREATMENT,61. 5.5.3 - SURFACE IMPNDMNT,62. 5.5.3A - RCRA SURFACE IM,63. 5.5.3B - OTHER SURFACE I,64. 5.5.4 - OTHER DISPOSAL,65. ON-SITE RELEASE TOTAL,66. 6.1 - POTW - TRNS RLSE,67. 6.1 - POTW - TRNS TRT,68. POTW - TOTAL TRANSFERS,69. 6.2 - M10,70. 6.2 - M41,71. 6.2 - M62,72. 6.2 - M40 METAL,73. 6.2 - M61 METAL,74. 6.2 - M71,75. 6.2 - M81,76. 6.2 - M82,77. 6.2 - M72,78. 6.2 - M63,79. 6.2 - M66,80. 6.2 - M67,81. 6.2 - M64,82. 6.2 - M65,83. 6.2 - M73,84. 6.2 - M79,85. 6.2 - M90,86. 6.2 - M94,87. 6.2 - M99,88. OFF-SITE RELEASE TOTAL,89. 6.2 - M20,90. 6.2 - M24,91. 6.2 - M26,92. 6.2 - M28,93. 6.2 - M93,94. OFF-SITE RECYCLED TOTAL,95. 6.2 - M56,96. 6.2 - M92,97. OFF-SITE ENERGY RECOVERY T,98. 6.2 - M40 NON-METAL,99. 6.2 - M50,100. 6.2 - M54,101. 6.2 - M61 NON-METAL,102. 6.2 - M69,103. 6.2 - M95,104. OFF-SITE TREATED TOTAL,105. 6.2 - UNCLASSIFIED,106. 6.2 - TOTAL TRANSFER,107. TOTAL RELEASES,108. 8.1 - RELEASES,109. 8.1A - ON-SITE CONTAINED,110. 8.1B - ON-SITE OTHER,111. 8.1C - OFF-SITE CONTAIN,112. 8.1D - OFF-SITE OTHER R,113. 8.2 - ENERGY RECOVER ON,114. 8.3 - ENERGY RECOVER OF,115. 8.4 - RECYCLING ON SITE,116. 8.5 - RECYCLING OFF SIT,117. 8.6 - TREATMENT ON SITE,118. 8.7 - TREATMENT OFF SITE,119. PRODUCTION WSTE (8.1-8.7),120. 8.8 - ONE-TIME RELEASE,121. PROD_RATIO_OR_ ACTIVITY,122. 8.9 - PRODUCTION RATIO
2024,47670PSNRGHWY64,110070834810,GIBSON GENERATING STATION,1097 N 950 W,OWENSVILLE,GIBSON,IN,47665,,,38.369834,-87.746598,,DUKE ENERGY CORP,006996052,DUKE ENERGY CORP,NA,,NA,NO,2211,Electric Utilities,,,,,,,221112,,,,,,1324222791168,Thallium  And Thallium Compounds,YES,N760,N760,649673,NO,TRI,YES,Metal complound categories,NO,NO,NO,R,Pounds,0.000,27.000,0.000,0.000,0.000,0.000,0.000,0.000,51000.000,0.000,0.000,0.000,0.000,0.000,51027.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,51027.000,0.000,51000.000,27.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,51027.000,,PRODUCTION,1.030
2024,46774SPRRL14214,110000493788,SUPERIOR ALUMINUM ALLOYS LLC,14214 EDGERTON RD,NEW HAVEN,ALLEN,IN,46774,,,41.078868,-84.956971,,OMNISOURCE LLC,016319345,OMNISOURCE LLC,NA,,NA,NO,331,Primary Metals,,,,,,,331314,,,,,,1324223180783,Chlorine,NO,0007782505,7782-50-5,154328,YES,TRI,NO,Non_Metal,NO,NO,NO,R,Pounds,0.000,233.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,233.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,233.000,0.000,0.000,233.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,233.000,,PRODUCTION,1.210
2024,46124SRMYCHOSPI,110010455854,US ARMY NATIONAL GUARD CAMP ATTERBURY RANGES,HOSPITAL RD,EDINBURGH,BARTHOLOMEW,IN,46124,,,39.359629,-86.053562,,US DEPARTMENT OF DEFENSE,NA,US DEPARTMENT OF DEFENSE,NA,,NA,YES,999,Other,,,,,,,928110,,,,,,1324222515850,Lead  And Lead Compounds,YES,N420,N420,650002,YES,PBT,YES,Metal complound categories,NO,YES,NO,R,Pounds,39.700,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,15474.000,15513.700,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,15513.700,0.000,0.000,15513.700,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,15513.700,,ACTIVITY,0.960
2024,46902HYNSN1020W,110000401351,HAYNES INTERNATIONAL INC,2000 W DEFENBAUGH ST,KOKOMO,HOWARD,IN,46902,,,40.469009,-86.165162,,HAYNES INTERNATIONAL INC,NA,HAYNES INTERNATIONAL INC,NA,,ACERINOX SA,NO,331,Primary Metals,,,,,,,331491,,,,,,1324223048962,Cobalt,NO,0007440484,7440-48-4,150078,YES,TRI,YES,Elemental metals,YES,NO,NO,R,Pounds,1.600,158.300,0.400,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,160.300,10.000,0.000,10.000,0.000,18.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,28.000,0.000,108542.000,0.000,0.000,212.000,108754.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,108782.000,188.300,0.000,0.000,160.300,3.200,24.800,0.000,0.000,0.000,108754.000,0.000,0.000,108942.300,,PRODUCTION,0.850
2024,46738GRPDK165DE,110039498709,GROUP DEKKO INC,1605 DEKKO DR,GARRETT,DEKALB,IN,46738,,,41.366781,-85.106071,,GROUP DEKKO,796965168,GROUP DEKKO,NA,,NA,NO,335,Electrical Equipment,,,,,,,335132,,,,,,1324222453235,Copper,NO,0007440508,7440-50-8,150086,NO,TRI,YES,Elemental metals,NO,NO,NO,R,Pounds,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,188829.000,188829.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,188829.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,188829.000,0.000,0.000,188829.000,,PRODUCTION,0.760
2024,4662WMGNRN3722F,110071045704,IMAGINEERING ENTERPRISES LLC,3722 FOUNDATION CT,SOUTH BEND,ST JOSEPH,IN,46628,,,41.711340,-86.302043,,IMAGINEERING ENTERPRISES INC,069753101,IMAGINEERING ENTERPRISES INC,NA,,NA,NO,332,Fabricated Metals,,,,,,,332813,332812,,,,,1324222897074,Nitric acid,NO,0007697372,7697-37-2,152686,NO,TRI,NO,Non_Metal,NO,NO,NO,R,Pounds,1.700,5.400,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.100,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.100,0.000,0.000,7.100,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.100,,PRODUCTION,1.140
2024,46202PRLSS2005D,110000396839,STERLING FLUID SYSTEMS DBA PEERLESS PUMP CO.,2005 DR.MARTIN LUTHER KING JR.,INDIANAPOLIS,MARION,IN,46202,,,39.793373,-86.168403,,NA,,NA,NA,,NA,NO,333,Machinery,,,,,,,333914,,,,,,1324223182243,Copper,NO,0007440508,7440-50-8,150086,NO,TRI,YES,Elemental metals,NO,NO,NO,R,Pounds,0.240,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.240,0.036,0.000,0.036,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.036,0.000,33533.450,0.000,0.000,0.000,33533.450,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,33533.486,0.276,0.000,0.000,0.240,0.026,0.010,0.000,0.000,0.000,33533.450,0.000,0.000,33533.726,,PRODUCTION,0.800
2024,46714FRNKL400ES,110000400174,WEG ELECTRIC CORP.,410 E SPRING ST,BLUFFTON,WELLS,IN,46714,,,40.728257,-85.167328,,NA,,NA,NA,,NA,NO,335,Electrical Equipment,,,,,,,335312,,,,,,1324223117286,Chromium,NO,0007440473,7440-47-3,150060,YES,TRI,YES,Elemental metals,NO,NO,NO,R,Pounds,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6.759,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6.759,0.000,28840.490,0.000,0.000,0.000,28840.490,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,28847.249,6.759,0.000,0.000,0.000,0.000,6.759,0.000,0.000,0.000,28840.490,0.000,0.000,28847.249,,PRODUCTION,0.860
2024,46952WLYMT816W3,110012056899,WILEY METAL FABRICATING INC.,816 W 34TH ST,MARION,GRANT,IN,46952,,,40.529133,-85.669949,,NA,,NA,NA,,NA,NO,332,Fabricated Metals,,,,,,,332322,,,,,,1324222680365,Copper,NO,0007440508,7440-50-8,150086,NO,TRI,YES,Elemental metals,NO,NO,NO,R,Pounds,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,16640.000,0.000,0.000,0.000,16640.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,16640.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,16640.000,0.000,0.000,16640.000,,PRODUCTION,0.900
2024,46312NTNLB5222I,110000397856,HARSCO MINERALS - NBC,5222 INDIANAPOLIS BLVD,EAST CHICAGO,LAKE,IN,46312,,,41.618527,-87.480835,,OPTA (USA),145881806,OPTA (USA),NA,,NA,NO,327,Nonmetallic Mineral Product,,,,,,,327992,,,,,,1324223171164,Manganese compounds,NO,N450,N450,650010,YES,TRI,YES,Metal complound categories,NO,NO,NO,A,Pounds,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000
2024,4679WLPPRT299PB,110071284424,LIPPERT PLANT 77 & 111,2909 PLEASANT CENTER RD,YODER,ALLEN,IN,46798,,,40.960058,-85.171436,,LIPPERT COMPONENTS INC,NA,LCI INDUSTRIES,NA,,NA,NO,332,Fabricated Metals,,,,,,,332321,333994,,,,,1324222498851,Diisocyanates,NO,N120,N120,649715,NO,TRI,NO,Non_Metal,NO,NO,NO,R,Pounds,0.060,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.000,0.000,0.060,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.060,,PRODUCTION,0.760
2024,47905LLLLYLILLY,110000404296,EVONIK CORP TIPPECANOE LABORATORIES,1650 LILLY RD,LAFAYETTE,TIPPECANOE,IN,47909,,,40.387551,-86.932400,,EVONIK CORP,068209295,EVONIK CORP,EVONIK INDUSTRIES AG,327288155,EVONIK INDUSTRIES AG,NO,325,Chemicals,,,,,,,325411,325414,325412,,,,1324222860684,Cyclohexane,NO,0000110827,110-82-7,27003,NO,TRI,NO,Non_Metal,NO,NO,NO,R,Pounds,349.000,9.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,358.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,358.000,0.000,0.000,358.000,0.000,0.000,0.000,0.000,0.000,0.000,23297.000,0.000,23655.000,,PRODUCTION,1.830
2024,46206LLSNT4700W,110000396946,ALLISON TRANSMISSION INC,ONE ALLISON WAY,INDIANAPOLIS,MARION,IN,46222,,,39.781319,-86.237023,,ALLISON TRANSMISSION HOLDINGS INC,969132880,ALLISON TRANSMISSION HOLDINGS INC,NA,,NA,NO,336,Transportation Equipment,,,,,,,336350,,,,,,1324222678740,Manganese,NO,0007439965,7439-96-5,149625,YES,TRI,YES,Elemental metals,NO,NO,NO,R,Pounds,0.000,4.660,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.660,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,13586.000,0.000,0.000,0.000,13586.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,13586.000,4.660,0.000,0.000,4.660,0.000,0.000,0.000,0.000,0.000,13586.000,0.000,0.000,13590.660,,PRODUCTION,1.150
2024,46774SPRRL14214,110000493788,SUPERIOR ALUMINUM ALLOYS LLC,14214 EDGERTON RD,NEW HAVEN,ALLEN,IN,46774,,,41.078868,-84.956971,,OMNISOURCE LLC,016319345,OMNISOURCE LLC,NA,,NA,NO,331,Primary Metals,,,,,,,331314,,,,,,1324223176518,Zinc compounds,NO,N982,N982,649699,NO,TRI,YES,Metal complound categories,NO,NO,NO,R,Pounds,23.000,23.000,6.800,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,52.800,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,18314.000,0.000,0.000,0.000,0.000,0.000,0.000,18314.000,0.000,495844.000,0.000,0.000,0.000,495844.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,514158.000,18366.800,0.000,0.000,52.800,18314.000,0.000,0.000,0.000,0.000,495844.000,0.000,0.000,514210.800,,PRODUCTION,1.060
2024,46312PLLTN4343K,110000397874,TRADEBE TREATMENT & RECYCLING LLC,4343 KENNEDY AVE,EAST CHICAGO,LAKE,IN,46312,,,41.634395,-87.461624,,TRADEBE GP,020221619,TRADEBE ENVIRONMENTAL SERVICES LLC,NA,,TRADEBE GP,NO,562,Hazardous Waste,,,,,,,562211,,,,,,1324222885889,"1,3,4,6,7,8-Hexahydro-4,6,6,7,8,8-hexamethylcyclopenta[g]-2-benzopyran",NO,0001222055,1222-05-5,81414,NO,PBT,NO,Non_Metal,NO,YES,NO,R,Pounds,0.030,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2577.960,0.000,0.000,0.000,0.000,0.000,0.000,2577.960,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2577.960,2577.990,0.000,0.000,0.030,2577.960,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2577.990,,ACTIVITY,1.000
2024,46510SYMMT111NC,110020487560,TECOMET WARSAW-BUILDING #2,111 N CLAY ST,CLAYPOOL,KOSCIUSKO,IN,46510,,,41.131266,-85.883136,,TECOMET INC,960189041,TECOMET INC,NA,,NA,NO,339,Miscellaneous Manufacturing,,,,,,,339112,,,,,,1324222430148,Chromium,NO,0007440473,7440-47-3,150060,YES,TRI,YES,Elemental metals,NO,NO,NO,R,Pounds,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2346.000,2346.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2346.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2346.000,0.000,0.000,2346.000,,ACTIVITY,0.720
2024,46312PLLTN4343K,110000397874,TRADEBE TREATMENT & RECYCLING LLC,4343 KENNEDY AVE,EAST CHICAGO,LAKE,IN,46312,,,41.634395,-87.461624,,TRADEBE GP,020221619,TRADEBE ENVIRONMENTAL SERVICES LLC,NA,,TRADEBE GP,NO,562,Hazardous Waste,,,,,,,562211,,,,,,1324222885790,"N,N-Dimethylformamide",NO,0000068122,68-12-2,4416,YES,TRI,NO,Non_Metal,YES,NO,NO,R,Pounds,12.570,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.570,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,249.470,0.000,0.000,0.000,0.000,0.000,0.000,249.470,0.000,0.000,0.000,0.000,0.000,0.000,125715.590,958.370,126673.960,0.000,1682.750,0.000,0.000,0.000,0.000,1682.750,0.000,128606.180,262.040,0.000,0.000,12.570,249.470,0.000,0.000,126673.960,53415.270,0.000,0.000,1682.750,182034.020,,ACTIVITY,1.000
2024,46526HMCRS1002E,110000399122,MASTERBRAND CABINETS INC,1002 EISENHOWER DR N,GOSHEN,ELKHART,IN,46526,,,41.557375,-85.821051,,MASTERBRAND INC,118812674,MASTERBRAND INC,NA,,NA,NO,337,Furniture,,,,,,,337110,,,,,,1324222778019,Ethylbenzene,NO,0000100414,100-41-4,19406,YES,TRI,NO,Non_Metal,YES,NO,NO,R,Pounds,0.000,1028.080,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1028.080,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2801.100,0.000,0.000,0.000,0.000,2801.100,0.000,1162.190,1162.190,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3963.290,1028.080,0.000,0.000,1028.080,0.000,0.000,0.000,1162.190,0.000,2801.100,2558.204,0.000,7549.574,,PRODUCTION,1.100
2024,46767WLKRM1490G,110002115835,TENNECO,1490 GERBER ST,LIGONIER,NOBLE,IN,46767,,,41.474345,-85.604506,,TENNECO INC,181442526,TENNECO INC,NA,,NA,NO,336,Transportation Equipment,,,,,,,336390,,,,,,1324223002217,Chromium,NO,0007440473,7440-47-3,150060,YES,TRI,YES,Elemental metals,NO,NO,NO,R,Pounds,10.000,10.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,20.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,61.500,0.000,61.500,0.000,0.000,0.000,0.000,465564.000,465564.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,465625.500,81.500,0.000,0.000,20.000,0.000,61.500,0.000,0.000,0.000,465564.000,0.000,0.000,465645.500,,PRODUCTION,1.070
2024,46394PLYJH2500G,110015583554,POLYJOHN ENTERPRISES CORP,2500 GASPAR AVE,WHITING,LAKE,IN,46394,,,41.667944,-87.494820,,NA,,NA,NA,,NA,NO,326,Plastics and Rubber,,,,,,,326121,,,,,,1324222775254,Lead  And Lead Compounds,YES,N420,N420,650002,YES,PBT,YES,Metal complound categories,NO,YES,NO,R,Pounds,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.620,0.620,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.620,0.000,0.000,0.620,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.620,,PRODUCTION,1.350
2024,46750GLDXT4757N,110032883823,SUNOCO LLC - HUNTINGTON,4757N. US HWY 24 E,HUNTINGTON,HUNTINGTON,IN,46750,,,40.899287,-85.450802,,SUNOCO LP,078519681,SUNOCO LP,NA,,NA,NO,4247,Petroleum Bulk Terminals,,,,,,,424710,,,,,,1324222907127,Xylene (mixed isomers),NO,0001330207,1330-20-7,84970,YES,TRI,NO,Non_Metal,NO,NO,NO,R,Pounds,193.000,76.000,537.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,806.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,806.000,0.000,0.000,806.000,0.000,0.000,0.000,0.000,0.000,0.000,400.000,0.000,1206.000,,PRODUCTION,1.910
2024,46953BHRBR2545S,110000401565,BAHR BROTHERS MANUFACTURING,2545 LINCOLN BLVD,MARION,GRANT,IN,46952,,,40.538865,-85.644249,,NA,,NA,NA,,NA,NO,331,Primary Metals,,,,,,,331513,,,,,,1324222517132,Nickel,NO,0007440020,7440-02-0,149674,YES,TRI,YES,Elemental metals,YES,NO,NO,R,Pounds,1.040,0.980,5.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.020,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,18.690,0.000,0.000,0.000,18.690,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,18.690,25.710,0.000,0.000,7.020,0.000,18.690,0.000,0.000,10364.470,0.000,0.000,0.000,10390.180,,PRODUCTION,0.910
2024,46904KKMCS1001E,110000401397,FCA US KOKOMO CASTING PLANT,1001 E BLVD,KOKOMO,HOWARD,IN,46904,,,40.462406,-86.119173,,FCA US LLC,830966904,FCA US LLC,STELLANTIS N.V.,NA,STELLANTIS NV,NO,331,Primary Metals,,,,,,,331523,,,,,,1324222840706,Lead,NO,0007439921,7439-92-1,149583,NO,PBT,YES,Elemental metals,YES,YES,NO,R,Pounds,1.380,9.880,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.260,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.020,0.000,0.000,0.000,0.000,0.000,0.000,0.020,0.000,21300.460,0.000,0.000,0.000,21300.460,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,21300.480,11.280,0.000,0.000,11.260,0.020,0.000,0.000,0.000,0.000,21300.460,0.000,0.000,21311.740,,PRODUCTION,0.880
2024,46515FRWND701CO,110000592261,THOR MOTOR COACH INC,701 COUNTY RD 15,ELKHART,ELKHART,IN,46516,,,41.685252,-85.907503,,THOR INDUSTRIES INC,NA,THOR INDUSTRIES INC,NA,,NA,NO,336,Transportation Equipment,,,,,,,336213,,,,,,1324222471524,Xylene (mixed isomers),NO,0001330207,1330-20-7,84970,YES,TRI,NO,Non_Metal,NO,NO,NO,R,Pounds,446.000,62.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,508.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,48.000,0.000,0.000,0.000,0.000,48.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,48.000,508.000,0.000,0.000,508.000,0.000,0.000,0.000,0.000,0.000,48.000,0.000,0.000,556.000,,PRODUCTION,0.610
