1. YEAR,2. TRIFD,3. FRS ID,4. FACILITY NAME,5. STREET ADDRESS,6. CITY,7. COUNTY,8. ST,9. ZIP,10. BIA,11. TRIBE,12. LATITUDE,13. LONGITUDE,14. HORIZONTAL DATUM,15. PARENT CO NAME,16. PARENT CO DB NUM,17. STANDARD PARENT CO NAME,18. FOREIGN PARENT CO NAME,19. FOREIGN PARENT CO DB NUM,20. STANDARD FOREIGN PARENT CO NAME,21. FEDERAL FACILITY,22. INDUSTRY SECTOR CODE,23. INDUSTRY SECTOR,24. PRIMARY SIC,25. SIC 2,26. SIC 3,27. SIC 4,28. SIC 5,29. SIC 6,30. PRIMARY NAICS,31. NAICS 2,32. NAICS 3,33. NAICS 4,34. NAICS 5,35. NAICS 6,36. DOC_CTRL_NUM,37. CHEMICAL,38. ELEMENTAL METAL INCLUDED,39. TRI CHEMICAL/COMPOUND ID,40. CAS#,41. SRS ID,42. CLEAN AIR ACT CHEMICAL,43. CLASSIFICATION,44. METAL,45. METAL CATEGORY,46. CARCINOGEN,47. PBT,48. PFAS,49. FORM TYPE,50. UNIT OF MEASURE,51. 5.1 - FUGITIVE AIR,52. 5.2 - STACK AIR,53. 5.3 - WATER,54. 5.4 - UNDERGROUND,55. 5.4.1 - UNDERGROUND CL I,56. 5.4.2 - UNDERGROUND C II-V,57. 5.5.1 - LANDFILLS,58. 5.5.1A - RCRA C LANDFILL,59. 5.5.1B - OTHER LANDFILLS,60. 5.5.2 - LAND TREATMENT,61. 5.5.3 - SURFACE IMPNDMNT,62. 5.5.3A - RCRA SURFACE IM,63. 5.5.3B - OTHER SURFACE I,64. 5.5.4 - OTHER DISPOSAL,65. ON-SITE RELEASE TOTAL,66. 6.1 - POTW - TRNS RLSE,67. 6.1 - POTW - TRNS TRT,68. POTW - TOTAL TRANSFERS,69. 6.2 - M10,70. 6.2 - M41,71. 6.2 - M62,72. 6.2 - M40 METAL,73. 6.2 - M61 METAL,74. 6.2 - M71,75. 6.2 - M81,76. 6.2 - M82,77. 6.2 - M72,78. 6.2 - M63,79. 6.2 - M66,80. 6.2 - M67,81. 6.2 - M64,82. 6.2 - M65,83. 6.2 - M73,84. 6.2 - M79,85. 6.2 - M90,86. 6.2 - M94,87. 6.2 - M99,88. OFF-SITE RELEASE TOTAL,89. 6.2 - M20,90. 6.2 - M24,91. 6.2 - M26,92. 6.2 - M28,93. 6.2 - M93,94. OFF-SITE RECYCLED TOTAL,95. 6.2 - M56,96. 6.2 - M92,97. OFF-SITE ENERGY RECOVERY T,98. 6.2 - M40 NON-METAL,99. 6.2 - M50,100. 6.2 - M54,101. 6.2 - M61 NON-METAL,102. 6.2 - M69,103. 6.2 - M95,104. OFF-SITE TREATED TOTAL,105. 6.2 - UNCLASSIFIED,106. 6.2 - TOTAL TRANSFER,107. TOTAL RELEASES,108. 8.1 - RELEASES,109. 8.1A - ON-SITE CONTAINED,110. 8.1B - ON-SITE OTHER,111. 8.1C - OFF-SITE CONTAIN,112. 8.1D - OFF-SITE OTHER R,113. 8.2 - ENERGY RECOVER ON,114. 8.3 - ENERGY RECOVER OF,115. 8.4 - RECYCLING ON SITE,116. 8.5 - RECYCLING OFF SIT,117. 8.6 - TREATMENT ON SITE,118. 8.7 - TREATMENT OFF SITE,119. PRODUCTION WSTE (8.1-8.7),120. 8.8 - ONE-TIME RELEASE,121. PROD_RATIO_OR_ ACTIVITY,122. 8.9 - PRODUCTION RATIO
2024,46312LTVST3001D,110000397794,CLEVELAND-CLIFFS STEEL LLC,3001 DICKEY RD,EAST CHICAGO,LAKE,IN,46312,,,41.659885,-87.466031,,CLEVELAND-CLIFFS INC,147964571,CLEVELAND-CLIFFS INC,NA,,NA,NO,331,Primary Metals,,,,,,,331110,,,,,,1324223137163,Manganese  And Manganese Compounds,YES,N450,N450,650010,YES,TRI,YES,Metal complound categories,NO,NO,NO,R,Pounds,3700.000,1500.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5200.000,0.000,0.000,0.000,0.000,42015.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,150020.000,0.000,0.000,0.000,1300.000,0.000,0.000,193335.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,193335.000,198535.000,0.000,0.000,5200.000,150020.000,43315.000,0.000,0.000,0.000,0.000,0.000,0.000,198535.000,,PRODUCTION,1.000
2024,4651WRLLWL1179K,110003075430,ROLLIE WILLIAMS PAINT SPOT INC.,1179 KENT ST,ELKHART,ELKHART,IN,46514,,,41.700348,-86.006416,,NA,,NA,NA,,NA,NO,325,Chemicals,,,,,,,325998,,,,,,1324222911190,Toluene,NO,0000108883,108-88-3,25452,YES,TRI,NO,Non_Metal,NO,NO,NO,R,Pounds,628.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,628.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,628.000,0.000,0.000,628.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,628.000,,PRODUCTION,1.300
2024,46394MCLCX2815I,110000398338,BP PRODUCTS NA WHITING BUSINESS UNIT,2815 INDIANAPOLIS BLVD,WHITING,LAKE,IN,46394,,,41.662485,-87.483799,,BP AMERICA INC,039596507,BP AMERICA INC,,,BP P L C,NO,324,Petroleum,,,,,,,324110,,,,,,1324223077355,Certain glycol ethers,NO,N230,N230,649541,YES,TRI,NO,May contain metal,NO,NO,NO,R,Pounds,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,PRODUCTION,0.850
2024,4638WPRTTP35ANT,110070133514,PRATT PAPER (IN) LLC,3050 ANTHONY PRATT DRIVE,VALPARAISO,PORTER,IN,46383,,,41.441566,-87.018370,,PRATT INDUSTRIES INC,619453509,PRATT INDUSTRIES INC,NA,,NA,NO,322,Paper,,,,,,,322130,,,,,,1324222982819,Hydrogen sulfide,NO,0007783064,7783-06-4,154518,NO,TRI,NO,Non_Metal,NO,NO,NO,R,Pounds,0.000,60.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,60.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,60.000,0.000,0.000,60.000,0.000,0.000,0.000,0.000,0.000,0.000,183089.000,0.000,183149.000,,ACTIVITY,1.020
2024,46901SYNDC945SL,110012112052,SYNDICATE SALES INC,945 S LINDSAY ST,KOKOMO,HOWARD,IN,46901,,,40.477090,-86.144753,,NA,,NA,NA,,NA,NO,326,Plastics and Rubber,,,,,,,326150,,,,,,1324222918373,Formaldehyde,NO,0000050000,50-00-0,1008,YES,TRI,NO,Non_Metal,YES,NO,NO,R,Pounds,736.116,1059.289,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1795.405,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1795.405,0.000,0.000,1795.405,0.000,0.000,0.000,0.000,0.000,0.000,88587.558,0.000,90382.963,,ACTIVITY,0.990
2024,46785VLCRFCTYRD,110000747906,NUCOR VULCRAFT GROUP SAINT JOE DIV,6730 COUNTY ROAD 60,SAINT JOE,DEKALB,IN,46785,,,41.312785,-84.870548,,NUCOR CORP,003446796,NUCOR CORP,,,NA,NO,332,Fabricated Metals,,,,,,,332312,332322,,,,,1324222742102,Nickel,NO,0007440020,7440-02-0,149674,YES,TRI,YES,Elemental metals,YES,NO,NO,R,Pounds,0.300,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.300,0.001,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,15.010,0.000,0.000,0.000,0.000,0.000,0.000,15.011,0.000,3576.000,0.000,0.000,0.000,3576.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3591.011,15.311,0.000,0.000,0.300,15.010,0.001,0.000,0.000,0.000,3576.000,0.000,0.000,3591.311,,PRODUCTION,0.900
2024,46975RCHST616IN,110000401672,ROCHESTER METAL PRODUCTS CORP,616 INDIANA AVE,ROCHESTER,FULTON,IN,46975,,,41.068321,-86.209519,,NA,,NA,NA,,NA,NO,331,Primary Metals,,,,,,,331511,,,,,,1324222798985,Manganese,NO,0007439965,7439-96-5,149625,YES,TRI,YES,Elemental metals,NO,NO,NO,R,Pounds,0.000,34.800,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,34.800,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,9458.000,0.000,0.000,0.000,0.000,0.000,0.000,9458.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,9458.000,9492.800,0.000,0.000,34.800,9458.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,9492.800,,PRODUCTION,0.910
2024,46710FDRLM100PR,110003101848,LINAMAR AVILLA,100 PROGRESS WAY,AVILLA,NOBLE,IN,46710,,,41.364281,-85.227532,,NA,,LINAMAR HOLDING NEVADA INC,NA,,LINAMAR CORP,NO,332,Fabricated Metals,,,,,,,332710,,,,,,1324223014919,Nickel,NO,0007440020,7440-02-0,149674,YES,TRI,YES,Elemental metals,YES,NO,NO,R,Pounds,284.200,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,284.200,0.570,0.000,0.570,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.570,0.000,37994.000,0.000,0.000,0.000,37994.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,37994.570,284.770,0.000,0.000,284.200,0.217,0.353,0.000,0.000,0.000,37994.000,0.000,0.000,38278.770,,PRODUCTION,1.000
2024,46225SPRRL400WR,110042082590,SUPERIOR INDUSTRIAL SOLUTIONS INC.,400 W REGENT ST,INDIANAPOLIS,MARION,IN,46225,,,39.737825,-86.163840,,SUPERIOR INDUSTRIAL SOLUTIONS INC,039994975,SUPERIOR INDUSTRIAL SOLUTIONS INC,NA,,NA,NO,4246,Chemical Wholesalers,,,,,,,424690,,,,,,1324223077809,"1,2,4-Trimethylbenzene",NO,0000095636,95-63-6,16261,NO,TRI,NO,Non_Metal,NO,NO,NO,A,Pounds,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000
2024,47802DNSCS16DAL,110041974744,DANISCO USA INC,11 WEST LITESSE DRIVE,TERRE HAUTE,VIGO,IN,47802,,,39.356444,-87.415928,,INTERNATIONAL FLAVORS & FRAGRANCES INC,001534833,INTERNATIONAL FLAVORS & FRAGRANCES INC,NA,,NA,NO,311,Food,,,,,,,311999,,,,,,1324222855052,Nickel  And Nickel Compounds,YES,N495,N495,650036,YES,TRI,YES,Metal complound categories,YES,NO,NO,R,Pounds,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,48.220,0.000,48.220,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,48.220,0.000,17219.380,0.000,0.000,0.000,17219.380,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,17267.600,48.220,0.000,0.000,0.000,0.000,48.220,0.000,0.000,0.000,17219.380,0.000,0.000,17267.600,,PRODUCTION,1.000
2024,46992THFRD775MA,110000401752,THE FORD METER BOX CO INC,775 MANCHESTER AVE,WABASH,WABASH,IN,46992,,,40.813678,-85.810447,,NA,,FORD METER BOX CO INC,NA,,NA,NO,332,Fabricated Metals,,,,,,,332911,331529,,,,,1324222519629,Copper  And Copper Compounds,YES,N100,N100,649491,NO,TRI,YES,Metal complound categories,NO,NO,NO,R,Pounds,1696.000,1872.000,145.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3713.000,18.000,0.000,18.000,0.000,46403.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,36423.000,0.000,0.000,0.000,0.000,0.000,0.000,82844.000,0.000,162611.000,0.000,0.000,371181.000,533792.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,616636.000,86557.000,0.000,0.000,3713.000,36435.960,46408.040,0.000,0.000,6297775.000,533792.000,0.000,0.000,6918124.000,,PRODUCTION,1.110
2024,46368BTSTL6500S,110000398212,NLMK INDIANA,6500 S BOUNDARY RD,PORTAGE,PORTER,IN,46368,,,41.622132,-87.151678,,NA,,NLMK USA,NA,,NA,NO,331,Primary Metals,,,,,,,331110,,,,,,1324222523553,Lead,NO,0007439921,7439-92-1,149583,NO,PBT,YES,Elemental metals,YES,YES,NO,R,Pounds,0.000,387.700,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,387.700,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,764122.800,0.000,0.000,0.000,764122.800,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,764122.800,387.700,0.000,0.000,387.700,0.000,0.000,0.000,0.000,0.000,764122.800,0.000,0.000,764510.500,,PRODUCTION,1.100
2024,46516LPHSY5120B,110008057789,PATRICK INDUSTRIES INC. D/B/A ALPHA SYSTEMS,5120 BECK DR,ELKHART,ELKHART,IN,46516,,,41.693889,-85.891245,,PATRICK INDUSTRIES,016272908,PATRICK INDUSTRIES,NA,,NA,NO,325,Chemicals,,,,,,,325520,,,,,,1324222731630,Diisocyanates,NO,N120,N120,649715,NO,TRI,NO,Non_Metal,NO,NO,NO,A,Pounds,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000
2024,4690WJWCLT1679B,,JWA CO. LTD.,1679 EAST SPARKS ROAD,KOKOMO,HOWARD,IN,46901,,,40.502195,-86.143240,,NA,,NA,JAEWON INDUSTRIAL CO. LTD,NA,JAEWON INDUSTRIAL CO LTD,NO,325,Chemicals,,,,,,,325180,,,,,,1324222873325,N-Methyl-2-pyrrolidone,NO,0000872504,872-50-4,72744,NO,TRI,NO,Non_Metal,NO,NO,NO,R,Pounds,8711.000,9.300,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,8720.300,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2134.140,0.000,2134.140,0.000,2134.140,8720.300,0.000,0.000,8720.300,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2134.140,10854.440,,,
2024,46947CPLYCSTATE,110000401459,HEIDELBERG MATERIALS US CEMENT LLC,STATE RD 25 SOUTH 3084 W CR. 225 S,LOGANSPORT,CASS,IN,46947,,,40.732213,-86.432167,,HEIDELBERG MATERIALS US INC,967342197,HEIDELBERG MATERIALS US INC,HEIDELBERG MATERIALS,NA,HEIDELBERG MATERIALS,NO,327,Nonmetallic Mineral Product,,,,,,,327310,,,,,,1324222832800,Lead  And Lead Compounds,YES,N420,N420,650002,YES,PBT,YES,Metal complound categories,NO,YES,NO,R,Pounds,3.415,3.555,0.000,0.000,0.000,0.000,0.000,0.000,8952.754,0.000,0.000,0.000,0.000,0.000,8959.724,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,9.834,0.000,0.000,9.834,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,9.834,8969.558,0.000,8952.754,6.970,0.000,9.834,0.000,0.000,0.000,0.000,0.000,0.000,8969.558,,PRODUCTION,0.870
2024,47928PSCYG3300N,110000404349,DUKE ENERGY INDIANA INC. CAYUGA GENERATING STATION,3300 N STATE RT 63,CAYUGA,VERMILLION,IN,47928,,,39.932137,-87.447911,,DUKE ENERGY CORP,006996052,DUKE ENERGY CORP,NA,,NA,NO,2211,Electric Utilities,,,,,,,221112,,,,,,1324222791093,"Benzo[g,h,i]perylene",NO,0000191242,191-24-2,40576,YES,PBT,NO,Non_Metal,NO,YES,NO,R,Pounds,0.000,0.100,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.100,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.100,0.000,0.000,0.100,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.100,,PRODUCTION,0.950
2024,4763WKSRLM4WSTA,110071062751,KAISER ALUMINUM WARRICK LLC,4000 W STATE ROUTE 66,NEWBURGH,WARRICK,IN,47630,,,37.931671,-87.322807,,KAISER ALUMINUM FABRICATED PRODUCTS LLC,787043715,KAISER ALUMINUM FABRICATED PRODUCTS LLC,NA,,NA,NO,331,Primary Metals,,,,,,,331315,,,,,,1324222877300,Naphthalene,NO,0000091203,91-20-3,13326,YES,TRI,NO,Non_Metal,YES,NO,NO,R,Pounds,0.000,1900.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1900.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,39800.000,39800.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,39800.000,1900.000,0.000,0.000,1900.000,0.000,0.000,309000.000,39800.000,0.000,0.000,0.000,0.000,350700.000,,PRODUCTION,0.980
2024,4652WFRSTR27827,110043693839,FOREST RIVER INC. COLLEGE AVENUE COMPLEX,2780 2790 3010 COLLEGE AVENUE & 1803 2367 CENTU,GOSHEN,ELKHART,IN,46526,,,41.566318,-85.786015,,FOREST RIVER INC,838833069,FOREST RIVER INC,NA,,NA,NO,336,Transportation Equipment,,,,,,,336214,,,,,,1324222471322,Xylene (mixed isomers),NO,0001330207,1330-20-7,84970,YES,TRI,NO,Non_Metal,NO,NO,NO,R,Pounds,9642.000,9983.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,19625.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,19625.000,0.000,0.000,19625.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,19625.000,,PRODUCTION,1.050
2024,4690WSLBRN2141T,,SOULBRAIN MI INC,2141 TOUBY PIKE,KOKOMO,HOWARD,IN,46901,,,40.508854,-86.102076,,SOULBRAIN MI,013618741,SOULBRAIN MI,SOULBRAIN HOLDINGS CO. LTD,NA,SOULBRAIN HOLDINGS CO LTD,NO,325,Chemicals,,,,,,,325998,,,,,,1324222924868,Ethylene glycol,NO,0000107211,107-21-1,24257,YES,TRI,NO,Non_Metal,NO,NO,NO,A,Pounds,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000
2024,46140RLLCT3398E,110000396535,PRECOAT METALS,1950 E MAIN ST,GREENFIELD,HANCOCK,IN,46140,,,39.786782,-85.738007,,AZZ INC,NA,AZZ INC,NA,,NA,NO,332,Fabricated Metals,,,,,,,332812,,,,,,1324222560068,Methyl isobutyl ketone,NO,0000108101,108-10-1,24851,YES,TRI,NO,Non_Metal,YES,NO,NO,R,Pounds,741.000,18.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,759.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,937.000,0.000,937.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,937.000,759.000,0.000,0.000,759.000,0.000,0.000,5418.000,937.000,0.000,0.000,10836.000,0.000,17950.000,,PRODUCTION,1.320
2024,47802CSNLL455WI,110001237867,STEEL DYNAMICS HEARTLAND LLC,455 W INDUSTRIAL DR,TERRE HAUTE,VIGO,IN,47802,,,39.340508,-87.423273,,STEEL DYNAMICS INC,808202725,STEEL DYNAMICS INC,NA,,NA,NO,331,Primary Metals,,,,,,,331221,,,,,,1324223013309,Certain glycol ethers,NO,N230,N230,649541,YES,TRI,NO,May contain metal,NO,NO,NO,R,Pounds,0.000,1191.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1191.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5189.000,5189.000,0.000,5.000,0.000,0.000,0.000,0.000,5.000,0.000,5194.000,1191.000,0.000,0.000,1191.000,0.000,0.000,0.000,5189.000,0.000,0.000,338984.000,5.000,345369.000,,,
2024,47522NVLSR300HW,110000403359,US NAVY NSWC CRANE DIV INSTALLATION ACTIVITY-INSTALLATION,300 HWY 361,CRANE,MARTIN,IN,475225001,,,38.866972,-86.822687,,US DEPARTMENT OF DEFENSE,NA,US DEPARTMENT OF DEFENSE,,,NA,YES,999,Other,,,,,,,928110,,,,,,1324222836114,Aluminum (fume or dust),NO,0007429905,7429-90-5,149476,NO,TRI,NO,Metals with qualifiers,NO,NO,NO,R,Pounds,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,561031.040,561031.040,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,561031.040,0.000,0.000,561031.040,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,561031.040,,ACTIVITY,10.040
2024,47670MDSTT1230S,110012456742,MID-STATES RUBBER PRODUCTS INC,1230 S RACE ST,PRINCETON,GIBSON,IN,47670,,,38.343208,-87.562679,,NA,,NA,NA,,NA,NO,326,Plastics and Rubber,,,,,,,326291,,,,,,1324222791663,Zinc compounds,NO,N982,N982,649699,NO,TRI,YES,Metal complound categories,NO,NO,NO,R,Pounds,2.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6.000,0.000,0.000,0.000,0.000,0.000,0.000,6.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6.000,9.000,0.000,0.000,3.000,6.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,9.000,,PRODUCTION,1.100
