GEO_ID,NAME,pop,households,median_income,state,county,tract
1400000US18097390405,Census Tract 3904.05; Marion County; Indiana,4050,2013,75144,18,097,390405
1400000US18097390406,Census Tract 3904.06; Marion County; Indiana,7046,2120,127738,18,097,390406
1400000US18097390407,Census Tract 3904.07; Marion County; Indiana,6659,2093,137891,18,097,390407
1400000US18097390408,Census Tract 3904.08; Marion County; Indiana,5537,1790,97045,18,097,390408
1400000US18097390409,Census Tract 3904.09; Marion County; Indiana,7071,2791,116434,18,097,390409
1400000US18097390410,Census Tract 3904.10; Marion County; Indiana,1855,769,103506,18,097,390410
1400000US18097390411,Census Tract 3904.11; Marion County; Indiana,3967,1537,67170,18,097,390411
1400000US18097390500,Census Tract 3905; Marion County; Indiana,2586,1176,52279,18,097,390500
1400000US18097390601,Census Tract 3906.01; Marion County; Indiana,1749,941,65489,18,097,390601
1400000US18097390602,Census Tract 3906.02; Marion County; Indiana,3575,1976,58552,18,097,390602
1400000US18097390700,Census Tract 3907; Marion County; Indiana,4468,1497,60707,18,097,390700
1400000US18097390801,Census Tract 3908.01; Marion County; Indiana,0,0,-666666666,18,097,390801
1400000US18097390802,Census Tract 3908.02; Marion County; Indiana,4431,1546,70691,18,097,390802
1400000US18097390900,Census Tract 3909; Marion County; Indiana,3082,1684,96023,18,097,390900
1400000US18097391001,Census Tract 3910.01; Marion County; Indiana,2362,418,53529,18,097,391001
1400000US18097391002,Census Tract 3910.02; Marion County; Indiana,5791,3722,102386,18,097,391002
